countyfips,buyer_county,buyer_state,year,total_pills
55081,MONROE,WI,2008,1232100
55081,MONROE,WI,2009,1232848
55081,MONROE,WI,2010,1374518
55081,MONROE,WI,2011,1431930
55081,MONROE,WI,2012,1429710
55081,MONROE,WI,2013,1433560
55081,MONROE,WI,2014,1444980
54063,MONROE,WV,2006,385440
54063,MONROE,WV,2007,455940
54063,MONROE,WV,2008,458500
54063,MONROE,WV,2009,405280
54063,MONROE,WV,2010,378170
54063,MONROE,WV,2011,390310
54063,MONROE,WV,2012,394730
54063,MONROE,WV,2013,408900
54063,MONROE,WV,2014,447820
48337,MONTAGUE,TX,2006,1041440
48337,MONTAGUE,TX,2007,1118000
48337,MONTAGUE,TX,2008,1239100
48337,MONTAGUE,TX,2009,1280750
48337,MONTAGUE,TX,2010,1380610
48337,MONTAGUE,TX,2011,1502500
48337,MONTAGUE,TX,2012,1463230
48337,MONTAGUE,TX,2013,1314120
48337,MONTAGUE,TX,2014,1230510
26117,MONTCALM,MI,2006,1795800
26117,MONTCALM,MI,2007,2080050
26117,MONTCALM,MI,2008,2459700
26117,MONTCALM,MI,2009,2829200
26117,MONTCALM,MI,2010,3186200
26117,MONTCALM,MI,2011,3505250
26117,MONTCALM,MI,2012,3641080
26117,MONTCALM,MI,2013,3619880
26117,MONTCALM,MI,2014,4023730
06053,MONTEREY,CA,2006,9631257
06053,MONTEREY,CA,2007,10280325
06053,MONTEREY,CA,2008,10979266
06053,MONTEREY,CA,2009,12022127
06053,MONTEREY,CA,2010,12616590
06053,MONTEREY,CA,2011,13541517.8
06053,MONTEREY,CA,2012,13716740
06053,MONTEREY,CA,2013,13105140
06053,MONTEREY,CA,2014,12065050
08083,MONTEZUMA,CO,2006,773000
08083,MONTEZUMA,CO,2007,873600
08083,MONTEZUMA,CO,2008,995550
08083,MONTEZUMA,CO,2009,997700
08083,MONTEZUMA,CO,2010,1086800
08083,MONTEZUMA,CO,2011,1142400
08083,MONTEZUMA,CO,2012,1198250
08083,MONTEZUMA,CO,2013,1108080
08083,MONTEZUMA,CO,2014,1154000
01101,MONTGOMERY,AL,2006,6032475
01101,MONTGOMERY,AL,2007,7092710
01101,MONTGOMERY,AL,2008,8000140
01101,MONTGOMERY,AL,2009,8306032
01101,MONTGOMERY,AL,2010,8545690
01101,MONTGOMERY,AL,2011,9462080
01101,MONTGOMERY,AL,2012,9648010
01101,MONTGOMERY,AL,2013,9649180
01101,MONTGOMERY,AL,2014,9354290
13209,MONTGOMERY,GA,2006,55300
13209,MONTGOMERY,GA,2007,52900
13209,MONTGOMERY,GA,2008,77500
13209,MONTGOMERY,GA,2009,68200
13209,MONTGOMERY,GA,2010,86900
13209,MONTGOMERY,GA,2011,67300
13209,MONTGOMERY,GA,2012,83600
13209,MONTGOMERY,GA,2013,82560
13209,MONTGOMERY,GA,2014,122960
19137,MONTGOMERY,IA,2006,307120
19137,MONTGOMERY,IA,2007,304900
19137,MONTGOMERY,IA,2008,313400
19137,MONTGOMERY,IA,2009,365240
19137,MONTGOMERY,IA,2010,385520
19137,MONTGOMERY,IA,2011,455260
19137,MONTGOMERY,IA,2012,435530
19137,MONTGOMERY,IA,2013,407900
19137,MONTGOMERY,IA,2014,388820
17135,MONTGOMERY,IL,2006,665000
17135,MONTGOMERY,IL,2007,810360
17135,MONTGOMERY,IL,2008,934260
17135,MONTGOMERY,IL,2009,1071780
17135,MONTGOMERY,IL,2010,1207880
17135,MONTGOMERY,IL,2011,1379800
17135,MONTGOMERY,IL,2012,1506170
17135,MONTGOMERY,IL,2013,1429530
17135,MONTGOMERY,IL,2014,1430160
18107,MONTGOMERY,IN,2006,1318320
18107,MONTGOMERY,IN,2007,1749040
18107,MONTGOMERY,IN,2008,1975970
18107,MONTGOMERY,IN,2009,2163650
18107,MONTGOMERY,IN,2010,2214860
18107,MONTGOMERY,IN,2011,2512290
18107,MONTGOMERY,IN,2012,2554080
18107,MONTGOMERY,IN,2013,2405110
18107,MONTGOMERY,IN,2014,2056430
20125,MONTGOMERY,KS,2006,1793100
20125,MONTGOMERY,KS,2007,2018360
20125,MONTGOMERY,KS,2008,2118960
20125,MONTGOMERY,KS,2009,2121210
20125,MONTGOMERY,KS,2010,2253070
20125,MONTGOMERY,KS,2011,2416060
20125,MONTGOMERY,KS,2012,2375039
20125,MONTGOMERY,KS,2013,2237320
20125,MONTGOMERY,KS,2014,2264890
21173,MONTGOMERY,KY,2006,1470210
21173,MONTGOMERY,KY,2007,1777330
21173,MONTGOMERY,KY,2008,1885110
21173,MONTGOMERY,KY,2009,1956330
21173,MONTGOMERY,KY,2010,2346870
21173,MONTGOMERY,KY,2011,3055900
21173,MONTGOMERY,KY,2012,2660200
21173,MONTGOMERY,KY,2013,2334640
21173,MONTGOMERY,KY,2014,2284800
24031,MONTGOMERY,MD,2006,11411987
24031,MONTGOMERY,MD,2007,12824597
24031,MONTGOMERY,MD,2008,13936169
24031,MONTGOMERY,MD,2009,15698758.5
24031,MONTGOMERY,MD,2010,16975130
24031,MONTGOMERY,MD,2011,16686122
24031,MONTGOMERY,MD,2012,16492386
24031,MONTGOMERY,MD,2013,15446380
24031,MONTGOMERY,MD,2014,14681578
29139,MONTGOMERY,MO,2006,258090
29139,MONTGOMERY,MO,2007,316650
29139,MONTGOMERY,MO,2008,367100
29139,MONTGOMERY,MO,2009,378900
29139,MONTGOMERY,MO,2010,418660
29139,MONTGOMERY,MO,2011,549960
29139,MONTGOMERY,MO,2012,566900
29139,MONTGOMERY,MO,2013,507600
29139,MONTGOMERY,MO,2014,486000
28097,MONTGOMERY,MS,2006,232930
28097,MONTGOMERY,MS,2007,292840
28097,MONTGOMERY,MS,2008,331780
28097,MONTGOMERY,MS,2009,369650
28097,MONTGOMERY,MS,2010,388026
28097,MONTGOMERY,MS,2011,437060
28097,MONTGOMERY,MS,2012,472110
28097,MONTGOMERY,MS,2013,469130
28097,MONTGOMERY,MS,2014,447000
37123,MONTGOMERY,NC,2006,1015180
37123,MONTGOMERY,NC,2007,1034480
37123,MONTGOMERY,NC,2008,1087280
37123,MONTGOMERY,NC,2009,1133810
37123,MONTGOMERY,NC,2010,1179960
37123,MONTGOMERY,NC,2011,1293750
37123,MONTGOMERY,NC,2012,1392370
37123,MONTGOMERY,NC,2013,1406340
37123,MONTGOMERY,NC,2014,1404520
36057,MONTGOMERY,NY,2006,1325980
36057,MONTGOMERY,NY,2007,1492110
36057,MONTGOMERY,NY,2008,1625130
36057,MONTGOMERY,NY,2009,1804260
36057,MONTGOMERY,NY,2010,2093710
36057,MONTGOMERY,NY,2011,2415260
36057,MONTGOMERY,NY,2012,2496330
36057,MONTGOMERY,NY,2013,2492960
36057,MONTGOMERY,NY,2014,2139120
39113,MONTGOMERY,OH,2006,18991818
39113,MONTGOMERY,OH,2007,21578962
39113,MONTGOMERY,OH,2008,23314630
39113,MONTGOMERY,OH,2009,25484737
39113,MONTGOMERY,OH,2010,27617714
39113,MONTGOMERY,OH,2011,29640914
39113,MONTGOMERY,OH,2012,28541790
39113,MONTGOMERY,OH,2013,27825928
39113,MONTGOMERY,OH,2014,27036550
42091,MONTGOMERY,PA,2006,22326970
42091,MONTGOMERY,PA,2007,27701586
42091,MONTGOMERY,PA,2008,29063064
42091,MONTGOMERY,PA,2009,28739708
42091,MONTGOMERY,PA,2010,28551221
42091,MONTGOMERY,PA,2011,28719582
42091,MONTGOMERY,PA,2012,28368451
42091,MONTGOMERY,PA,2013,27989434
42091,MONTGOMERY,PA,2014,28189370
47125,MONTGOMERY,TN,2006,3949442
47125,MONTGOMERY,TN,2007,4502992
47125,MONTGOMERY,TN,2008,5160930
47125,MONTGOMERY,TN,2009,6234220
47125,MONTGOMERY,TN,2010,7082010
47125,MONTGOMERY,TN,2011,8316951.4
47125,MONTGOMERY,TN,2012,9048850
47125,MONTGOMERY,TN,2013,8511770
47125,MONTGOMERY,TN,2014,8337460
48339,MONTGOMERY,TX,2006,11234220
48339,MONTGOMERY,TX,2007,13300000
48339,MONTGOMERY,TX,2008,14428605
48339,MONTGOMERY,TX,2009,15099960
48339,MONTGOMERY,TX,2010,17804960
48339,MONTGOMERY,TX,2011,18934902
48339,MONTGOMERY,TX,2012,19449136
48339,MONTGOMERY,TX,2013,19005210
48339,MONTGOMERY,TX,2014,17026730
51121,MONTGOMERY,VA,2006,2682360
51121,MONTGOMERY,VA,2007,3112530
51121,MONTGOMERY,VA,2008,3288350
51121,MONTGOMERY,VA,2009,3289120
51121,MONTGOMERY,VA,2010,3174860
51121,MONTGOMERY,VA,2011,3394350
51121,MONTGOMERY,VA,2012,3411490
51121,MONTGOMERY,VA,2013,3220306
51121,MONTGOMERY,VA,2014,3355116
26119,MONTMORENCY,MI,2006,505500
26119,MONTMORENCY,MI,2007,541990
26119,MONTMORENCY,MI,2008,561700
26119,MONTMORENCY,MI,2009,632300
26119,MONTMORENCY,MI,2010,625720
26119,MONTMORENCY,MI,2011,690220
26119,MONTMORENCY,MI,2012,732460
26119,MONTMORENCY,MI,2013,780170
26119,MONTMORENCY,MI,2014,817710
42093,MONTOUR,PA,2006,291300
42093,MONTOUR,PA,2007,368900
42093,MONTOUR,PA,2008,416500
42093,MONTOUR,PA,2009,442000
42093,MONTOUR,PA,2010,492900
42093,MONTOUR,PA,2011,529000
42093,MONTOUR,PA,2012,590460
42093,MONTOUR,PA,2013,622260
42093,MONTOUR,PA,2014,608080
08085,MONTROSE,CO,2006,876410
08085,MONTROSE,CO,2007,1144700
08085,MONTROSE,CO,2008,1255240
08085,MONTROSE,CO,2009,1381930
08085,MONTROSE,CO,2010,1443710
08085,MONTROSE,CO,2011,1629910
08085,MONTROSE,CO,2012,1658500
08085,MONTROSE,CO,2013,1613730
08085,MONTROSE,CO,2014,1570600
46101,MOODY,SD,2006,17400
46101,MOODY,SD,2007,26100
46101,MOODY,SD,2008,18400
46101,MOODY,SD,2009,25100
46101,MOODY,SD,2010,35400
46101,MOODY,SD,2011,56760
46101,MOODY,SD,2012,62700
46101,MOODY,SD,2013,64000
46101,MOODY,SD,2014,64000
37125,MOORE,NC,2006,3470460
37125,MOORE,NC,2007,3945130
37125,MOORE,NC,2008,4444750
37125,MOORE,NC,2009,4985080
37125,MOORE,NC,2010,5505440
37125,MOORE,NC,2011,6398600
37125,MOORE,NC,2012,6112510
37125,MOORE,NC,2013,6096950
37125,MOORE,NC,2014,6223600
47127,MOORE,TN,2006,42600
47127,MOORE,TN,2007,43800
47127,MOORE,TN,2008,38700
47127,MOORE,TN,2009,32740
47127,MOORE,TN,2010,44400
47127,MOORE,TN,2011,69580
47127,MOORE,TN,2012,92960
47127,MOORE,TN,2013,118650
47127,MOORE,TN,2014,119220
48341,MOORE,TX,2006,318900
48341,MOORE,TX,2007,352080
48341,MOORE,TX,2008,363930
48341,MOORE,TX,2009,382740
48341,MOORE,TX,2010,368030
48341,MOORE,TX,2011,468150
48341,MOORE,TX,2012,489480
48341,MOORE,TX,2013,511960
48341,MOORE,TX,2014,480300
22067,MOREHOUSE,LA,2006,654750
22067,MOREHOUSE,LA,2007,711600
22067,MOREHOUSE,LA,2008,784650
22067,MOREHOUSE,LA,2009,871125
22067,MOREHOUSE,LA,2010,924960
22067,MOREHOUSE,LA,2011,1032335
22067,MOREHOUSE,LA,2012,1126820
22067,MOREHOUSE,LA,2013,1099240
22067,MOREHOUSE,LA,2014,1122280
01103,MORGAN,AL,2006,5533720
01103,MORGAN,AL,2007,6170940
01103,MORGAN,AL,2008,6817700
01103,MORGAN,AL,2009,7287490
01103,MORGAN,AL,2010,7424100
01103,MORGAN,AL,2011,8377220
01103,MORGAN,AL,2012,8767820
01103,MORGAN,AL,2013,8739550
01103,MORGAN,AL,2014,8262390
08087,MORGAN,CO,2006,598260
08087,MORGAN,CO,2007,663500
08087,MORGAN,CO,2008,744500
08087,MORGAN,CO,2009,824960
08087,MORGAN,CO,2010,927730
08087,MORGAN,CO,2011,1043990
08087,MORGAN,CO,2012,1061160
08087,MORGAN,CO,2013,1005800
08087,MORGAN,CO,2014,1012680
13211,MORGAN,GA,2006,423500
13211,MORGAN,GA,2007,463920
13211,MORGAN,GA,2008,473060
13211,MORGAN,GA,2009,554760
13211,MORGAN,GA,2010,648620
13211,MORGAN,GA,2011,690660
13211,MORGAN,GA,2012,750920
13211,MORGAN,GA,2013,777000
13211,MORGAN,GA,2014,777630
17137,MORGAN,IL,2006,858250
17137,MORGAN,IL,2007,947880
17137,MORGAN,IL,2008,1045700
17137,MORGAN,IL,2009,1186410
17137,MORGAN,IL,2010,1415290
17137,MORGAN,IL,2011,1586200
17137,MORGAN,IL,2012,1629930
17137,MORGAN,IL,2013,1673040
17137,MORGAN,IL,2014,1639800
18109,MORGAN,IN,2006,3006100
18109,MORGAN,IN,2007,3568366
18109,MORGAN,IN,2008,4243010
18109,MORGAN,IN,2009,5018310
18109,MORGAN,IN,2010,5370770
18109,MORGAN,IN,2011,5755650
18109,MORGAN,IN,2012,5702380
18109,MORGAN,IN,2013,5419290
18109,MORGAN,IN,2014,4757420
21175,MORGAN,KY,2006,409100
21175,MORGAN,KY,2007,506900
21175,MORGAN,KY,2008,554200
21175,MORGAN,KY,2009,579200
21175,MORGAN,KY,2010,612740
21175,MORGAN,KY,2011,733270
21175,MORGAN,KY,2012,667820
21175,MORGAN,KY,2013,591450
21175,MORGAN,KY,2014,525750
29141,MORGAN,MO,2006,551800
29141,MORGAN,MO,2007,637630
29141,MORGAN,MO,2008,730030
29141,MORGAN,MO,2009,818660
29141,MORGAN,MO,2010,879860
29141,MORGAN,MO,2011,1020190
29141,MORGAN,MO,2012,961290
29141,MORGAN,MO,2013,859100
29141,MORGAN,MO,2014,870900
39115,MORGAN,OH,2006,319600
39115,MORGAN,OH,2007,329900
39115,MORGAN,OH,2008,367400
39115,MORGAN,OH,2009,410130
39115,MORGAN,OH,2010,391200
39115,MORGAN,OH,2011,474530
39115,MORGAN,OH,2012,513500
39115,MORGAN,OH,2013,497100
39115,MORGAN,OH,2014,458100
47129,MORGAN,TN,2006,1337030
47129,MORGAN,TN,2007,1448740
47129,MORGAN,TN,2008,1495470
47129,MORGAN,TN,2009,1534240
47129,MORGAN,TN,2010,1545630
47129,MORGAN,TN,2011,1676230
47129,MORGAN,TN,2012,1659520
47129,MORGAN,TN,2013,1526130
47129,MORGAN,TN,2014,1351140
49029,MORGAN,UT,2006,88500
49029,MORGAN,UT,2007,98600
49029,MORGAN,UT,2008,123300
49029,MORGAN,UT,2009,134230
49029,MORGAN,UT,2010,139120
49029,MORGAN,UT,2011,160700
49029,MORGAN,UT,2012,165700
49029,MORGAN,UT,2013,166240
49029,MORGAN,UT,2014,175960
54065,MORGAN,WV,2006,594800
54065,MORGAN,WV,2007,667700
54065,MORGAN,WV,2008,752600
54065,MORGAN,WV,2009,775900
54065,MORGAN,WV,2010,732770
54065,MORGAN,WV,2011,775670
54065,MORGAN,WV,2012,796870
54065,MORGAN,WV,2013,605990
54065,MORGAN,WV,2014,561770
31123,MORRILL,NE,2006,60700
31123,MORRILL,NE,2007,82700
31123,MORRILL,NE,2008,96200
31123,MORRILL,NE,2009,90900
31123,MORRILL,NE,2010,109600
31123,MORRILL,NE,2011,119200
31123,MORRILL,NE,2012,128300
31123,MORRILL,NE,2013,132200
31123,MORRILL,NE,2014,135600
20127,MORRIS,KS,2006,81990
20127,MORRIS,KS,2007,103800
20127,MORRIS,KS,2008,98200
20127,MORRIS,KS,2009,113800
20127,MORRIS,KS,2010,136120
20127,MORRIS,KS,2011,143960
20127,MORRIS,KS,2012,149220
20127,MORRIS,KS,2013,146680
20127,MORRIS,KS,2014,129530
34027,MORRIS,NJ,2006,7136351
34027,MORRIS,NJ,2007,8640099
34027,MORRIS,NJ,2008,10312430
34027,MORRIS,NJ,2009,9576669
34027,MORRIS,NJ,2010,9972146
34027,MORRIS,NJ,2011,10905380
34027,MORRIS,NJ,2012,10306250
34027,MORRIS,NJ,2013,9636020
34027,MORRIS,NJ,2014,9573030
48343,MORRIS,TX,2006,648000
48343,MORRIS,TX,2007,673530
48343,MORRIS,TX,2008,734900
48343,MORRIS,TX,2009,803500
48343,MORRIS,TX,2010,865860
48343,MORRIS,TX,2011,966260
48343,MORRIS,TX,2012,959480
48343,MORRIS,TX,2013,551600
48343,MORRIS,TX,2014,558620
27097,MORRISON,MN,2006,489100
27097,MORRISON,MN,2007,561000
27097,MORRISON,MN,2008,650330
27097,MORRISON,MN,2009,731400
27097,MORRISON,MN,2010,743830
27097,MORRISON,MN,2011,816140
27097,MORRISON,MN,2012,925300
27097,MORRISON,MN,2013,898630
27097,MORRISON,MN,2014,953800
39117,MORROW,OH,2006,630040
39117,MORROW,OH,2007,679000
39117,MORROW,OH,2008,760300
39117,MORROW,OH,2009,846970
39117,MORROW,OH,2010,934120
39117,MORROW,OH,2011,987710
39117,MORROW,OH,2012,987220
39117,MORROW,OH,2013,1033620
39117,MORROW,OH,2014,1078380
41049,MORROW,OR,2006,169250
41049,MORROW,OR,2007,160970
41049,MORROW,OR,2008,193480
41049,MORROW,OR,2009,182530
41049,MORROW,OR,2010,164200
41049,MORROW,OR,2011,187560
41049,MORROW,OR,2012,177210
41049,MORROW,OR,2013,213160
41049,MORROW,OR,2014,212400
20129,MORTON,KS,2006,161130
20129,MORTON,KS,2007,185400
20129,MORTON,KS,2008,210800
20129,MORTON,KS,2009,264490
20129,MORTON,KS,2010,305790
20129,MORTON,KS,2011,398650
20129,MORTON,KS,2012,391160
20129,MORTON,KS,2013,286170
20129,MORTON,KS,2014,283390
38059,MORTON,ND,2006,415830
38059,MORTON,ND,2007,457510
38059,MORTON,ND,2008,463700
38059,MORTON,ND,2009,507720
38059,MORTON,ND,2010,542260
38059,MORTON,ND,2011,626370
38059,MORTON,ND,2012,662180
38059,MORTON,ND,2013,671620
38059,MORTON,ND,2014,686580
17139,MOULTRIE,IL,2006,130000
17139,MOULTRIE,IL,2007,179400
17139,MOULTRIE,IL,2008,209800
17139,MOULTRIE,IL,2009,229160
17139,MOULTRIE,IL,2010,273330
17139,MOULTRIE,IL,2011,308010
17139,MOULTRIE,IL,2012,339840
17139,MOULTRIE,IL,2013,286950
17139,MOULTRIE,IL,2014,273560
38061,MOUNTRAIL,ND,2006,109600
38061,MOUNTRAIL,ND,2007,95120
38061,MOUNTRAIL,ND,2008,76730
38061,MOUNTRAIL,ND,2009,66600
38061,MOUNTRAIL,ND,2010,64860
38061,MOUNTRAIL,ND,2011,100240
38061,MOUNTRAIL,ND,2012,112020
38061,MOUNTRAIL,ND,2013,149560
38061,MOUNTRAIL,ND,2014,161450
27099,MOWER,MN,2006,519760
27099,MOWER,MN,2007,593640
27099,MOWER,MN,2008,691230
27099,MOWER,MN,2009,753920
27099,MOWER,MN,2010,883300
27099,MOWER,MN,2011,1028800
27099,MOWER,MN,2012,1102470
27099,MOWER,MN,2013,1084440
27099,MOWER,MN,2014,1092000
21177,MUHLENBERG,KY,2006,1941060
21177,MUHLENBERG,KY,2007,2193780
21177,MUHLENBERG,KY,2008,2553250
21177,MUHLENBERG,KY,2009,2805370
21177,MUHLENBERG,KY,2010,3031970
21177,MUHLENBERG,KY,2011,2893990
21177,MUHLENBERG,KY,2012,2775830
21177,MUHLENBERG,KY,2013,2545530
21177,MUHLENBERG,KY,2014,2778260
41051,MULTNOMAH,OR,2006,27854388
41051,MULTNOMAH,OR,2007,31454910
41051,MULTNOMAH,OR,2008,34548772
41051,MULTNOMAH,OR,2009,35663060
41051,MULTNOMAH,OR,2010,37625682
41051,MULTNOMAH,OR,2011,37214681
41051,MULTNOMAH,OR,2012,34628570
41051,MULTNOMAH,OR,2013,32768871
41051,MULTNOMAH,OR,2014,31739255
13213,MURRAY,GA,2006,1094850
13213,MURRAY,GA,2007,1277110
13213,MURRAY,GA,2008,1529000
13213,MURRAY,GA,2009,1716360
13213,MURRAY,GA,2010,1901460
13213,MURRAY,GA,2011,2002050
13213,MURRAY,GA,2012,2062360
13213,MURRAY,GA,2013,2011250
13213,MURRAY,GA,2014,1999930
27101,MURRAY,MN,2006,48600
27101,MURRAY,MN,2007,43700
27101,MURRAY,MN,2008,48720
27101,MURRAY,MN,2009,48660
27101,MURRAY,MN,2010,44250
27101,MURRAY,MN,2011,65500
27101,MURRAY,MN,2012,70230
27101,MURRAY,MN,2013,95130
27101,MURRAY,MN,2014,94530
40099,MURRAY,OK,2006,638815
40099,MURRAY,OK,2007,694750
40099,MURRAY,OK,2008,829660
40099,MURRAY,OK,2009,983350
40099,MURRAY,OK,2010,1122500
40099,MURRAY,OK,2011,1251340
40099,MURRAY,OK,2012,1203250
40099,MURRAY,OK,2013,1140330
40099,MURRAY,OK,2014,1101120
19139,MUSCATINE,IA,2006,851900
19139,MUSCATINE,IA,2007,875900
19139,MUSCATINE,IA,2008,968300
19139,MUSCATINE,IA,2009,1006600
19139,MUSCATINE,IA,2010,1084200
19139,MUSCATINE,IA,2011,1169680
19139,MUSCATINE,IA,2012,1200840
19139,MUSCATINE,IA,2013,1106260
19139,MUSCATINE,IA,2014,1055910
13215,MUSCOGEE,GA,2006,5595637
13215,MUSCOGEE,GA,2007,6473061
13215,MUSCOGEE,GA,2008,7097416
13215,MUSCOGEE,GA,2009,7761225
13215,MUSCOGEE,GA,2010,8560912.5
13215,MUSCOGEE,GA,2011,9856740
13215,MUSCOGEE,GA,2012,10331093
13215,MUSCOGEE,GA,2013,9940472
13215,MUSCOGEE,GA,2014,8813940
26121,MUSKEGON,MI,2006,7038958
26121,MUSKEGON,MI,2007,7836970
26121,MUSKEGON,MI,2008,8730288
26121,MUSKEGON,MI,2009,9618680
26121,MUSKEGON,MI,2010,10674965
26121,MUSKEGON,MI,2011,11827330
26121,MUSKEGON,MI,2012,12185880
26121,MUSKEGON,MI,2013,11870484
26121,MUSKEGON,MI,2014,12185840
39119,MUSKINGUM,OH,2006,3644600
39119,MUSKINGUM,OH,2007,4070420
39119,MUSKINGUM,OH,2008,4608650
39119,MUSKINGUM,OH,2009,5304650
39119,MUSKINGUM,OH,2010,5681600
39119,MUSKINGUM,OH,2011,6061430
39119,MUSKINGUM,OH,2012,6016480
39119,MUSKINGUM,OH,2013,5538150
39119,MUSKINGUM,OH,2014,5432540
40101,MUSKOGEE,OK,2006,3075490
40101,MUSKOGEE,OK,2007,3525220
40101,MUSKOGEE,OK,2008,3705150
40101,MUSKOGEE,OK,2009,4010170
40101,MUSKOGEE,OK,2010,4541170
40101,MUSKOGEE,OK,2011,4940240
40101,MUSKOGEE,OK,2012,5020630
40101,MUSKOGEE,OK,2013,5161420
40101,MUSKOGEE,OK,2014,5066330
30065,MUSSELSHELL,MT,2006,103700
30065,MUSSELSHELL,MT,2007,105800
30065,MUSSELSHELL,MT,2008,106400
30065,MUSSELSHELL,MT,2009,129300
30065,MUSSELSHELL,MT,2010,139900
30065,MUSSELSHELL,MT,2011,153800
30065,MUSSELSHELL,MT,2012,152200
30065,MUSSELSHELL,MT,2013,136200
30065,MUSSELSHELL,MT,2014,138400
48347,"NACOGDOCHES",TX,2006,1919000
48347,"NACOGDOCHES",TX,2007,2328360
48347,"NACOGDOCHES",TX,2008,2688860
48347,"NACOGDOCHES",TX,2009,2825390
48347,"NACOGDOCHES",TX,2010,2802050
48347,"NACOGDOCHES",TX,2011,3183020
48347,"NACOGDOCHES",TX,2012,3008120
48347,"NACOGDOCHES",TX,2013,3055980
48347,"NACOGDOCHES",TX,2014,2862070
31125,"NANCE",NE,2006,49200
31125,"NANCE",NE,2007,53700
31125,"NANCE",NE,2008,49900
31125,"NANCE",NE,2009,63600
31125,"NANCE",NE,2010,70600
31125,"NANCE",NE,2011,90300
31125,"NANCE",NE,2012,84700
31125,"NANCE",NE,2013,85540
31125,"NANCE",NE,2014,92000
25019,"NANTUCKET",MA,2006,191100
25019,"NANTUCKET",MA,2007,223300
25019,"NANTUCKET",MA,2008,234300
25019,"NANTUCKET",MA,2009,232760
25019,"NANTUCKET",MA,2010,214400
25019,"NANTUCKET",MA,2011,213000
25019,"NANTUCKET",MA,2012,231500
25019,"NANTUCKET",MA,2013,224400
25019,"NANTUCKET",MA,2014,213500
06055,"NAPA",CA,2006,3653120
06055,"NAPA",CA,2007,3967590
06055,"NAPA",CA,2008,4216740
06055,"NAPA",CA,2009,4537295
06055,"NAPA",CA,2010,4579950
06055,"NAPA",CA,2011,4793570
06055,"NAPA",CA,2012,5184210
06055,"NAPA",CA,2013,5113340
06055,"NAPA",CA,2014,5344400
37127,"NASH",NC,2006,2949370
37127,"NASH",NC,2007,3272770
37127,"NASH",NC,2008,3522750
37127,"NASH",NC,2009,3877650
37127,"NASH",NC,2010,4119230
37127,"NASH",NC,2011,4576720
37127,"NASH",NC,2012,4550710
37127,"NASH",NC,2013,4426460
37127,"NASH",NC,2014,4519664.5
12089,"NASSAU",FL,2006,2939000
12089,"NASSAU",FL,2007,3373570
12089,"NASSAU",FL,2008,3946070
12089,"NASSAU",FL,2009,4423600
12089,"NASSAU",FL,2010,4754200
12089,"NASSAU",FL,2011,5399760
12089,"NASSAU",FL,2012,5228890
12089,"NASSAU",FL,2013,4966150
12089,"NASSAU",FL,2014,5074820
36059,"NASSAU",NY,2006,30607425
36059,"NASSAU",NY,2007,34075155
36059,"NASSAU",NY,2008,35561936
36059,"NASSAU",NY,2009,38663437
36059,"NASSAU",NY,2010,41137123
36059,"NASSAU",NY,2011,43502487
36059,"NASSAU",NY,2012,37852868
36059,"NASSAU",NY,2013,35071088
36059,"NASSAU",NY,2014,33130670
22069,"NATCHITOCHES",LA,2006,717240
22069,"NATCHITOCHES",LA,2007,753050
22069,"NATCHITOCHES",LA,2008,833010
22069,"NATCHITOCHES",LA,2009,881320
22069,"NATCHITOCHES",LA,2010,869050
22069,"NATCHITOCHES",LA,2011,1079040
22069,"NATCHITOCHES",LA,2012,1088280
22069,"NATCHITOCHES",LA,2013,1265670
22069,"NATCHITOCHES",LA,2014,1378470
56025,"NATRONA",WY,2006,2268600
56025,"NATRONA",WY,2007,2614390
56025,"NATRONA",WY,2008,2581440
56025,"NATRONA",WY,2009,2730960
56025,"NATRONA",WY,2010,3140880
56025,"NATRONA",WY,2011,3379730
56025,"NATRONA",WY,2012,3681640
56025,"NATRONA",WY,2013,3701570
56025,"NATRONA",WY,2014,3748740
04017,"NAVAJO",AZ,2006,2652170
04017,"NAVAJO",AZ,2007,2991756
04017,"NAVAJO",AZ,2008,3271090
04017,"NAVAJO",AZ,2009,3475850
04017,"NAVAJO",AZ,2010,3413260
04017,"NAVAJO",AZ,2011,3793370
04017,"NAVAJO",AZ,2012,4020795
04017,"NAVAJO",AZ,2013,4161815
04017,"NAVAJO",AZ,2014,4323990
48349,"NAVARRO",TX,2006,1073400
48349,"NAVARRO",TX,2007,1368630
48349,"NAVARRO",TX,2008,1519760
48349,"NAVARRO",TX,2009,1614560
48349,"NAVARRO",TX,2010,1625150
48349,"NAVARRO",TX,2011,1691010
48349,"NAVARRO",TX,2012,1746160
48349,"NAVARRO",TX,2013,1662240
48349,"NAVARRO",TX,2014,1650990
21179,NELSON,KY,2006,1340710
21179,NELSON,KY,2007,1666130
21179,NELSON,KY,2008,2157500
21179,NELSON,KY,2009,2517160
21179,NELSON,KY,2010,2684290
21179,NELSON,KY,2011,2932970
21179,NELSON,KY,2012,2841820
21179,NELSON,KY,2013,2559780
21179,NELSON,KY,2014,2372190
38063,NELSON,ND,2006,36500
38063,NELSON,ND,2007,21000
38063,NELSON,ND,2008,18200
38063,NELSON,ND,2009,19700
38063,NELSON,ND,2010,20900
38063,NELSON,ND,2011,23300
38063,NELSON,ND,2012,26800
38063,NELSON,ND,2013,33680
38063,NELSON,ND,2014,35400
51125,NELSON,VA,2006,239200
51125,NELSON,VA,2007,284030
