geoid,county_name,total_population_2014
29067,"Douglas County, Missouri",13575
29069,"Dunklin County, Missouri",31778
29071,"Franklin County, Missouri",101682
29073,"Gasconade County, Missouri",15014
29075,"Gentry County, Missouri",6792
29077,"Greene County, Missouri",280657
29079,"Grundy County, Missouri",10279
29081,"Harrison County, Missouri",8795
29083,"Henry County, Missouri",22134
29085,"Hickory County, Missouri",9420
29087,"Holt County, Missouri",4695
29089,"Howard County, Missouri",10183
29091,"Howell County, Missouri",40469
29093,"Iron County, Missouri",10424
29095,"Jackson County, Missouri",678167
29097,"Jasper County, Missouri",116996
29099,"Jefferson County, Missouri",220558
29101,"Johnson County, Missouri",53879
29103,"Knox County, Missouri",4078
29105,"Laclede County, Missouri",35544
29107,"Lafayette County, Missouri",33069
29109,"Lawrence County, Missouri",38306
29111,"Lewis County, Missouri",10176
29113,"Lincoln County, Missouri",53458
29115,"Linn County, Missouri",12494
29117,"Livingston County, Missouri",15034
29119,"McDonald County, Missouri",22851
29121,"Macon County, Missouri",15527
29123,"Madison County, Missouri",12353
29125,"Maries County, Missouri",9098
29127,"Marion County, Missouri",28844
29129,"Mercer County, Missouri",3735
29131,"Miller County, Missouri",24905
29133,"Mississippi County, Missouri",14276
29135,"Moniteau County, Missouri",15719
29137,"Monroe County, Missouri",8725
29139,"Montgomery County, Missouri",12054
29141,"Morgan County, Missouri",20314
29143,"New Madrid County, Missouri",18568
29145,"Newton County, Missouri",58683
29147,"Nodaway County, Missouri",23296
29149,"Oregon County, Missouri",10975
29151,"Osage County, Missouri",13812
29153,"Ozark County, Missouri",9612
29155,"Pemiscot County, Missouri",18010
29157,"Perry County, Missouri",19042
29159,"Pettis County, Missouri",42213
29161,"Phelps County, Missouri",45091
29163,"Pike County, Missouri",18573
29165,"Platte County, Missouri",92149
29167,"Polk County, Missouri",31122
29169,"Pulaski County, Missouri",53343
29171,"Putnam County, Missouri",4911
29173,"Ralls County, Missouri",10224
29175,"Randolph County, Missouri",25207
29177,"Ray County, Missouri",23166
29179,"Reynolds County, Missouri",6644
29181,"Ripley County, Missouri",14056
29183,"St. Charles County, Missouri",369781
29185,"St. Clair County, Missouri",9609
29186,"Ste. Genevieve County, Missouri",18017
29187,"St. Francois County, Missouri",65813
29189,"St. Louis County, Missouri",1000423
29195,"Saline County, Missouri",23363
29197,"Schuyler County, Missouri",4388
29199,"Scotland County, Missouri",4862
29201,"Scott County, Missouri",39137
29203,"Shannon County, Missouri",8360
29205,"Shelby County, Missouri",6218
29207,"Stoddard County, Missouri",29864
29209,"Stone County, Missouri",31593
29211,"Sullivan County, Missouri",6551
29213,"Taney County, Missouri",53086
29215,"Texas County, Missouri",25796
29217,"Vernon County, Missouri",20984
29219,"Warren County, Missouri",32847
29221,"Washington County, Missouri",25113
29223,"Wayne County, Missouri",13430
29225,"Webster County, Missouri",36461
29227,"Worth County, Missouri",2102
29229,"Wright County, Missouri",18565
29510,"St. Louis city, Missouri",318727
30001,"Beaverhead County, Montana",9294
30003,"Big Horn County, Montana",13079
30005,"Blaine County, Montana",6576
30007,"Broadwater County, Montana",5697
30009,"Carbon County, Montana",10189
30011,"Carter County, Montana",1205
30013,"Cascade County, Montana",81953
30015,"Chouteau County, Montana",5859
30017,"Custer County, Montana",11869
30019,"Daniels County, Montana",1813
30021,"Dawson County, Montana",9219
30023,"Deer Lodge County, Montana",9243
30025,"Fallon County, Montana",3028
30027,"Fergus County, Montana",11496
30029,"Flathead County, Montana",92373
30031,"Gallatin County, Montana",93108
30033,"Garfield County, Montana",1097
30035,"Glacier County, Montana",13641
30037,"Golden Valley County, Montana",738
30039,"Granite County, Montana",3133
30041,"Hill County, Montana",16434
30043,"Jefferson County, Montana",11465
30045,"Judith Basin County, Montana",2023
30047,"Lake County, Montana",28987
30049,"Lewis and Clark County, Montana",64772
30051,"Liberty County, Montana",2235
30053,"Lincoln County, Montana",19455
30055,"McCone County, Montana",1758
30057,"Madison County, Montana",7723
30059,"Meagher County, Montana",2026
30061,"Mineral County, Montana",4230
30063,"Missoula County, Montana",111011
30065,"Musselshell County, Montana",4760
30067,"Park County, Montana",15642
30069,"Petroleum County, Montana",489
30071,"Phillips County, Montana",4194
30073,"Pondera County, Montana",6211
30075,"Powder River County, Montana",1710
30077,"Powell County, Montana",7010
30079,"Prairie County, Montana",1282
30081,"Ravalli County, Montana",40640
30083,"Richland County, Montana",10686
30085,"Roosevelt County, Montana",10861
30087,"Rosebud County, Montana",9335
30089,"Sanders County, Montana",11373
30091,"Sheridan County, Montana",3510
30093,"Silver Bow County, Montana",34462
30095,"Stillwater County, Montana",9214
30097,"Sweet Grass County, Montana",3622
30099,"Teton County, Montana",6075
30101,"Toole County, Montana",5208
30103,"Treasure County, Montana",761
30105,"Valley County, Montana",7518
30107,"Wheatland County, Montana",2126
30109,"Wibaux County, Montana",987
30111,"Yellowstone County, Montana",151965
31001,"Adams County, Nebraska",31396
31003,"Antelope County, Nebraska",6531
31005,"Arthur County, Nebraska",476
31007,"Banner County, Nebraska",788
31009,"Blaine County, Nebraska",594
31011,"Boone County, Nebraska",5404
31013,"Box Butte County, Nebraska",11308
31015,"Boyd County, Nebraska",2067
31017,"Brown County, Nebraska",3090
31019,"Buffalo County, Nebraska",47388
31021,"Burt County, Nebraska",6690
31023,"Butler County, Nebraska",8312
31025,"Cass County, Nebraska",25315
31027,"Cedar County, Nebraska",8736
31029,"Chase County, Nebraska",3990
31031,"Cherry County, Nebraska",5749
31033,"Cheyenne County, Nebraska",10044
31035,"Clay County, Nebraska",6425
31037,"Colfax County, Nebraska",10512
31039,"Cuming County, Nebraska",9081
31041,"Custer County, Nebraska",10820
31043,"Dakota County, Nebraska",20902
31045,"Dawes County, Nebraska",9141
31047,"Dawson County, Nebraska",24205
31049,"Deuel County, Nebraska",1951
31051,"Dixon County, Nebraska",5900
31053,"Dodge County, Nebraska",36742
31055,"Douglas County, Nebraska",531057
31057,"Dundy County, Nebraska",1966
31059,"Fillmore County, Nebraska",5767
31061,"Franklin County, Nebraska",3161
31063,"Frontier County, Nebraska",2540
31065,"Furnas County, Nebraska",4908
31067,"Gage County, Nebraska",21889
31069,"Garden County, Nebraska",1939
31071,"Garfield County, Nebraska",1954
31073,"Gosper County, Nebraska",1997
31075,"Grant County, Nebraska",649
31077,"Greeley County, Nebraska",2500
31079,"Hall County, Nebraska",60223
31081,"Hamilton County, Nebraska",9098
31083,"Harlan County, Nebraska",3462
31085,"Hayes County, Nebraska",1145
31087,"Hitchcock County, Nebraska",2884
31089,"Holt County, Nebraska",10432
31091,"Hooker County, Nebraska",688
31093,"Howard County, Nebraska",6315
31095,"Jefferson County, Nebraska",7505
31097,"Johnson County, Nebraska",5178
31099,"Kearney County, Nebraska",6560
31101,"Keith County, Nebraska",8206
31103,"Keya Paha County, Nebraska",741
31105,"Kimball County, Nebraska",3760
31107,"Knox County, Nebraska",8573
31109,"Lancaster County, Nebraska",293726
31111,"Lincoln County, Nebraska",36054
31113,"Logan County, Nebraska",736
31115,"Loup County, Nebraska",559
31117,"McPherson County, Nebraska",426
31119,"Madison County, Nebraska",35103
31121,"Merrick County, Nebraska",7790
31123,"Morrill County, Nebraska",4918
31125,"Nance County, Nebraska",3667
31127,"Nemaha County, Nebraska",7214
31129,"Nuckolls County, Nebraska",4431
31131,"Otoe County, Nebraska",15750
31133,"Pawnee County, Nebraska",2754
31135,"Perkins County, Nebraska",2938
31137,"Phelps County, Nebraska",9189
31139,"Pierce County, Nebraska",7201
31141,"Platte County, Nebraska",32485
31143,"Polk County, Nebraska",5307
31145,"Red Willow County, Nebraska",10993
31147,"Richardson County, Nebraska",8237
31149,"Rock County, Nebraska",1436
31151,"Saline County, Nebraska",14317
31153,"Sarpy County, Nebraska",165955
31155,"Saunders County, Nebraska",20867
31157,"Scotts Bluff County, Nebraska",36844
31159,"Seward County, Nebraska",16939
31161,"Sheridan County, Nebraska",5342
31163,"Sherman County, Nebraska",3120
31165,"Sioux County, Nebraska",1279
31167,"Stanton County, Nebraska",6112
31169,"Thayer County, Nebraska",5194
31171,"Thomas County, Nebraska",747
31173,"Thurston County, Nebraska",6934
31175,"Valley County, Nebraska",4269
31177,"Washington County, Nebraska",20264
31179,"Wayne County, Nebraska",9488
31181,"Webster County, Nebraska",3733
31183,"Wheeler County, Nebraska",848
31185,"York County, Nebraska",13797
32001,"Churchill County, Nevada",24347
32003,"Clark County, Nevada",2003613
32005,"Douglas County, Nevada",47135
32007,"Elko County, Nevada",50991
32009,"Esmeralda County, Nevada",1041
32011,"Eureka County, Nevada",1761
32013,"Humboldt County, Nevada",17003
32015,"Lander County, Nevada",5930
32017,"Lincoln County, Nevada",5282
32019,"Lyon County, Nevada",51579
32021,"Mineral County, Nevada",4627
32023,"Nye County, Nevada",42938
32027,"Pershing County, Nevada",6741
32029,"Storey County, Nevada",3934
32031,"Washoe County, Nevada",429985
32033,"White Pine County, Nevada",10043
32510,"Carson City, Nevada",54634
33001,"Belknap County, New Hampshire",60252
33003,"Carroll County, New Hampshire",47623
33005,"Cheshire County, New Hampshire",76596
33007,"Coos County, New Hampshire",32202
33009,"Grafton County, New Hampshire",89360
33011,"Hillsborough County, New Hampshire",402776
33013,"Merrimack County, New Hampshire",146880
33015,"Rockingham County, New Hampshire",297702
33017,"Strafford County, New Hampshire",124387
33019,"Sullivan County, New Hampshire",43291
34001,"Atlantic County, New Jersey",275325
34003,"Bergen County, New Jersey",920456
34005,"Burlington County, New Jersey",450155
34007,"Camden County, New Jersey",512632
34009,"Cape May County, New Jersey",96286
34011,"Cumberland County, New Jersey",157429
34013,"Essex County, New Jersey",789616
34015,"Gloucester County, New Jersey",289705
34017,"Hudson County, New Jersey",654878
34019,"Hunterdon County, New Jersey",126746
34021,"Mercer County, New Jersey",369526
34023,"Middlesex County, New Jersey",824046
34025,"Monmouth County, New Jersey",629702
34027,"Morris County, New Jersey",497103
34029,"Ocean County, New Jersey",581413
34031,"Passaic County, New Jersey",505403
34033,"Salem County, New Jersey",65501
34035,"Somerset County, New Jersey",328704
34037,"Sussex County, New Jersey",146888
34039,"Union County, New Jersey",545236
34041,"Warren County, New Jersey",107624
35001,"Bernalillo County, New Mexico",671429
35003,"Catron County, New Mexico",3651
35005,"Chaves County, New Mexico",65850
35006,"Cibola County, New Mexico",27392
35007,"Colfax County, New Mexico",13264
35009,"Curry County, New Mexico",50173
35011,"De Baca County, New Mexico",1967
35013,"Doña Ana County, New Mexico",212942
35015,"Eddy County, New Mexico",54834
35017,"Grant County, New Mexico",29303
35019,"Guadalupe County, New Mexico",4594
35021,"Harding County, New Mexico",655
35023,"Hidalgo County, New Mexico",4734
35025,"Lea County, New Mexico",66876
35027,"Lincoln County, New Mexico",20162
35028,"Los Alamos County, New Mexico",17974
35029,"Luna County, New Mexico",24947
35031,"McKinley County, New Mexico",73082
35033,"Mora County, New Mexico",4722
35035,"Otero County, New Mexico",65415
35037,"Quay County, New Mexico",8822
35039,"Rio Arriba County, New Mexico",40155
35041,"Roosevelt County, New Mexico",20065
35043,"Sandoval County, New Mexico",135191
35045,"San Juan County, New Mexico",127358
35047,"San Miguel County, New Mexico",28899
35049,"Santa Fe County, New Mexico",146361
35051,"Sierra County, New Mexico",11774
35053,"Socorro County, New Mexico",17608
35055,"Taos County, New Mexico",32956
35057,"Torrance County, New Mexico",16037
35059,"Union County, New Mexico",4413
35061,"Valencia County, New Mexico",76480
36001,"Albany County, New York",306124
36003,"Allegany County, New York",48387
36005,"Bronx County, New York",1413566
36007,"Broome County, New York",198797
36009,"Cattaraugus County, New York",79397
36011,"Cayuga County, New York",79481
36013,"Chautauqua County, New York",133556
36015,"Chemung County, New York",88681
36017,"Chenango County, New York",49868
36019,"Clinton County, New York",81829
36021,"Columbia County, New York",62525
36023,"Cortland County, New York",49231
36025,"Delaware County, New York",47223
36027,"Dutchess County, New York",297388
36029,"Erie County, New York",920694
36031,"Essex County, New York",39072
36033,"Franklin County, New York",51508
36035,"Fulton County, New York",54870
36037,"Genesee County, New York",59702
36039,"Greene County, New York",48618
36041,"Hamilton County, New York",4783
36043,"Herkimer County, New York",64329
36045,"Jefferson County, New York",118885
36047,"Kings County, New York",2570801
36049,"Lewis County, New York",27164
36051,"Livingston County, New York",64867
36053,"Madison County, New York",72731
36055,"Monroe County, New York",748076
36057,"Montgomery County, New York",49951
36059,"Nassau County, New York",1350601
36061,"New York County, New York",1618398
36063,"Niagara County, New York",214973
36065,"Oneida County, New York",233944
36067,"Onondaga County, New York",467846
36069,"Ontario County, New York",108975
36071,"Orange County, New York",374518
36073,"Orleans County, New York",42492
36075,"Oswego County, New York",121659
36077,"Otsego County, New York",61778
36079,"Putnam County, New York",99697
36081,"Queens County, New York",2280602
36083,"Rensselaer County, New York",159600
36085,"Richmond County, New York",471522
36087,"Rockland County, New York",318186
36089,"St. Lawrence County, New York",112015
36091,"Saratoga County, New York",222512
36093,"Schenectady County, New York",155178
36095,"Schoharie County, New York",32153
36097,"Schuyler County, New York",18458
36099,"Seneca County, New York",35232
36101,"Steuben County, New York",98917
36103,"Suffolk County, New York",1500373
36105,"Sullivan County, New York",76892
36107,"Tioga County, New York",50464
36109,"Tompkins County, New York",103179
36111,"Ulster County, New York",181598
36113,"Warren County, New York",65388
36115,"Washington County, New York",62910
36117,"Wayne County, New York",92887
36119,"Westchester County, New York",962319
36121,"Wyoming County, New York",41679
36123,"Yates County, New York",25281
37001,"Alamance County, North Carolina",153713
37003,"Alexander County, North Carolina",37175
37005,"Alleghany County, North Carolina",10974
37007,"Anson County, North Carolina",26309
37009,"Ashe County, North Carolina",27173
37011,"Avery County, North Carolina",17739
37013,"Beaufort County, North Carolina",47587
37015,"Bertie County, North Carolina",20677
37017,"Bladen County, North Carolina",34915
37019,"Brunswick County, North Carolina",112907
37021,"Buncombe County, North Carolina",244599
37023,"Burke County, North Carolina",90164
37025,"Cabarrus County, North Carolina",184855
37027,"Caldwell County, North Carolina",82140
37029,"Camden County, North Carolina",10127
37031,"Carteret County, North Carolina",67851
37033,"Caswell County, North Carolina",23357
37035,"Catawba County, North Carolina",154457
37037,"Chatham County, North Carolina",66050
37039,"Cherokee County, North Carolina",27156
37041,"Chowan County, North Carolina",14703
37043,"Clay County, North Carolina",10616
37045,"Cleveland County, North Carolina",97464
37047,"Columbus County, North Carolina",57512
37049,"Craven County, North Carolina",104574
37051,"Cumberland County, North Carolina",324002
37053,"Currituck County, North Carolina",24212
37055,"Dare County, North Carolina",34530
37057,"Davidson County, North Carolina",163545
37059,"Davie County, North Carolina",41411
37061,"Duplin County, North Carolina",59455
37063,"Durham County, North Carolina",282422
37065,"Edgecombe County, North Carolina",55779
37067,"Forsyth County, North Carolina",358130
37069,"Franklin County, North Carolina",61723
37071,"Gaston County, North Carolina",208379
37073,"Gates County, North Carolina",11877
37075,"Graham County, North Carolina",8743
37077,"Granville County, North Carolina",57955
37079,"Greene County, North Carolina",21353
37081,"Guilford County, North Carolina",500899
37083,"Halifax County, North Carolina",53803
37085,"Harnett County, North Carolina",121789
37087,"Haywood County, North Carolina",59012
37089,"Henderson County, North Carolina",108642
37091,"Hertford County, North Carolina",24460
37093,"Hoke County, North Carolina",50034
37095,"Hyde County, North Carolina",5757
37097,"Iredell County, North Carolina",162999
37099,"Jackson County, North Carolina",40598
37101,"Johnston County, North Carolina",175343
37103,"Jones County, North Carolina",10184
37105,"Lee County, North Carolina",59096
37107,"Lenoir County, North Carolina",59095
37109,"Lincoln County, North Carolina",79041
37111,"McDowell County, North Carolina",44982
37113,"Macon County, North Carolina",33840
37115,"Madison County, North Carolina",20951
37117,"Martin County, North Carolina",23947
37119,"Mecklenburg County, North Carolina",968500
37121,"Mitchell County, North Carolina",15380
37123,"Montgomery County, North Carolina",27626
37125,"Moore County, North Carolina",90579
37127,"Nash County, North Carolina",95174
37129,"New Hanover County, North Carolina",209586
37131,"Northampton County, North Carolina",21310
37133,"Onslow County, North Carolina",182921
37135,"Orange County, North Carolina",137275
37137,"Pamlico County, North Carolina",13062
37139,"Pasquotank County, North Carolina",40233
37141,"Pender County, North Carolina",54218
37143,"Perquimans County, North Carolina",13507
37145,"Person County, North Carolina",39303
37147,"Pitt County, North Carolina",172438
37149,"Polk County, North Carolina",20352
37151,"Randolph County, North Carolina",142276
37153,"Richmond County, North Carolina",46317
37155,"Robeson County, North Carolina",134913
37157,"Rockingham County, North Carolina",92602
37159,"Rowan County, North Carolina",138246
37161,"Rutherford County, North Carolina",67181
37163,"Sampson County, North Carolina",63842
37165,"Scotland County, North Carolina",36034
37167,"Stanly County, North Carolina",60553
37169,"Stokes County, North Carolina",46858
37171,"Surry County, North Carolina",73391
37173,"Swain County, North Carolina",14070
37175,"Transylvania County, North Carolina",32943
37177,"Tyrrell County, North Carolina",4219
37179,"Union County, North Carolina",209387
37181,"Vance County, North Carolina",44998
37183,"Wake County, North Carolina",952513
37185,"Warren County, North Carolina",20628
37187,"Washington County, North Carolina",12837
37189,"Watauga County, North Carolina",51903
37191,"Wayne County, North Carolina",124093
37193,"Wilkes County, North Carolina",69093
37195,"Wilson County, North Carolina",81499
37197,"Yadkin County, North Carolina",38101
37199,"Yancey County, North Carolina",17662
38001,"Adams County, North Dakota",2339
38003,"Barnes County, North Dakota",11096
38005,"Benson County, North Dakota",6764
38007,"Billings County, North Dakota",855
38009,"Bottineau County, North Dakota",6579
38011,"Bowman County, North Dakota",3192
38013,"Burke County, North Dakota",2145
38015,"Burleigh County, North Dakota",86111
38017,"Cass County, North Dakota",158041
38019,"Cavalier County, North Dakota",3922
38021,"Dickey County, North Dakota",5234
38023,"Divide County, North Dakota",2239
38025,"Dunn County, North Dakota",3965
38027,"Eddy County, North Dakota",2379
38029,"Emmons County, North Dakota",3491
38031,"Foster County, North Dakota",3364
38033,"Golden Valley County, North Dakota",1812
38035,"Grand Forks County, North Dakota",68144
38037,"Grant County, North Dakota",2363
38039,"Griggs County, North Dakota",2348
38041,"Hettinger County, North Dakota",2575
38043,"Kidder County, North Dakota",2434
38045,"LaMoure County, North Dakota",4127
38047,"Logan County, North Dakota",1955
38049,"McHenry County, North Dakota",5711
38051,"McIntosh County, North Dakota",2788
38053,"McKenzie County, North Dakota",8333
38055,"McLean County, North Dakota",9299
38057,"Mercer County, North Dakota",8532
38059,"Morton County, North Dakota",28428
38061,"Mountrail County, North Dakota",8743
38063,"Nelson County, North Dakota",3078
38065,"Oliver County, North Dakota",1832
38067,"Pembina County, North Dakota",7266
38069,"Pierce County, North Dakota",4402
38071,"Ramsey County, North Dakota",11522
38073,"Ransom County, North Dakota",5452
38075,"Renville County, North Dakota",2546
38077,"Richland County, North Dakota",16307
38079,"Rolette County, North Dakota",14341
38081,"Sargent County, North Dakota",3863
38083,"Sheridan County, North Dakota",1320
38085,"Sioux County, North Dakota",4317
38087,"Slope County, North Dakota",715
38089,"Stark County, North Dakota",27038
38091,"Steele County, North Dakota",1982
38093,"Stutsman County, North Dakota",21056
38095,"Towner County, North Dakota",2292
38097,"Traill County, North Dakota",8106
38099,"Walsh County, North Dakota",11052
38101,"Ward County, North Dakota",65854
38103,"Wells County, North Dakota",4210
38105,"Williams County, North Dakota",27066
39001,"Adams County, Ohio",28342
39003,"Allen County, Ohio",105562
39005,"Ashland County, Ohio",53202
39007,"Ashtabula County, Ohio",100346
39009,"Athens County, Ohio",64840
39011,"Auglaize County, Ohio",45867
39013,"Belmont County, Ohio",69793
39015,"Brown County, Ohio",44464
39017,"Butler County, Ohio",371154
39019,"Carroll County, Ohio",28539
39021,"Champaign County, Ohio",39628
39023,"Clark County, Ohio",137303
39025,"Clermont County, Ohio",199450
39027,"Clinton County, Ohio",41871
39029,"Columbiana County, Ohio",106622
39031,"Coshocton County, Ohio",36768
39033,"Crawford County, Ohio",43036
39035,"Cuyahoga County, Ohio",1267513
39037,"Darke County, Ohio",52537
39039,"Defiance County, Ohio",38795
39041,"Delaware County, Ohio",181821
39043,"Erie County, Ohio",76416
39045,"Fairfield County, Ohio",148067
39047,"Fayette County, Ohio",28875
39049,"Franklin County, Ohio",1197592
39051,"Fulton County, Ohio",42541
39053,"Gallia County, Ohio",30763
39055,"Geauga County, Ohio",93819
39057,"Greene County, Ohio",163313
39059,"Guernsey County, Ohio",39794
39061,"Hamilton County, Ohio",803272
39063,"Hancock County, Ohio",75290
39065,"Hardin County, Ohio",31826
39067,"Harrison County, Ohio",15698
39069,"Henry County, Ohio",28074
39071,"Highland County, Ohio",43266
39073,"Hocking County, Ohio",29111
39075,"Holmes County, Ohio",43176
39077,"Huron County, Ohio",59186
39079,"Jackson County, Ohio",32952
39081,"Jefferson County, Ohio",68510
39083,"Knox County, Ohio",61063
39085,"Lake County, Ohio",229602
39087,"Lawrence County, Ohio",62100
39089,"Licking County, Ohio",167911
39091,"Logan County, Ohio",45564
39093,"Lorain County, Ohio",302465
39095,"Lucas County, Ohio",438167
39097,"Madison County, Ohio",43326
39099,"Mahoning County, Ohio",235809
39101,"Marion County, Ohio",66171
39103,"Medina County, Ohio",174091
39105,"Meigs County, Ohio",23564
39107,"Mercer County, Ohio",40789
39109,"Miami County, Ohio",103145
39111,"Monroe County, Ohio",14590
39113,"Montgomery County, Ohio",534801
39115,"Morgan County, Ohio",14977
39117,"Morrow County, Ohio",34991
39119,"Muskingum County, Ohio",85947
39121,"Noble County, Ohio",14561
39123,"Ottawa County, Ohio",41304
39125,"Paulding County, Ohio",19293
39127,"Perry County, Ohio",36000
39129,"Pickaway County, Ohio",56279
39131,"Pike County, Ohio",28504
39133,"Portage County, Ohio",161553
39135,"Preble County, Ohio",41887
39137,"Putnam County, Ohio",34256
39139,"Richland County, Ohio",122813
39141,"Ross County, Ohio",77552
39143,"Sandusky County, Ohio",60498
39145,"Scioto County, Ohio",78520
39147,"Seneca County, Ohio",56100
39149,"Shelby County, Ohio",49165
39151,"Stark County, Ohio",375090
39153,"Summit County, Ohio",541464
39155,"Trumbull County, Ohio",207596
39157,"Tuscarawas County, Ohio",92616
39159,"Union County, Ohio",53090
39161,"Van Wert County, Ohio",28612
39163,"Vinton County, Ohio",13319
39165,"Warren County, Ohio",217623
39167,"Washington County, Ohio",61473
39169,"Wayne County, Ohio",114978
39171,"Williams County, Ohio",37493
39173,"Wood County, Ohio",128139
39175,"Wyandot County, Ohio",22535
40001,"Adair County, Oklahoma",22380
40003,"Alfalfa County, Oklahoma",5703
40005,"Atoka County, Oklahoma",13958
40007,"Beaver County, Oklahoma",5581
40009,"Beckham County, Oklahoma",22941
40011,"Blaine County, Oklahoma",9832
40013,"Bryan County, Oklahoma",43595
40015,"Caddo County, Oklahoma",29551
40017,"Canadian County, Oklahoma",122832
40019,"Carter County, Oklahoma",48288
40021,"Cherokee County, Oklahoma",47860
40023,"Choctaw County, Oklahoma",15175
40025,"Cimarron County, Oklahoma",2390
40027,"Cleveland County, Oklahoma",264934
40029,"Coal County, Oklahoma",5877
40031,"Comanche County, Oklahoma",125647
40033,"Cotton County, Oklahoma",6157
40035,"Craig County, Oklahoma",14792
40037,"Creek County, Oklahoma",70607
40039,"Custer County, Oklahoma",28506
40041,"Delaware County, Oklahoma",41415
40043,"Dewey County, Oklahoma",4817
40045,"Ellis County, Oklahoma",4113
40047,"Garfield County, Oklahoma",61663
40049,"Garvin County, Oklahoma",27421
40051,"Grady County, Oklahoma",53161
40053,"Grant County, Oklahoma",4523
40055,"Greer County, Oklahoma",6144
40057,"Harmon County, Oklahoma",2883
40059,"Harper County, Oklahoma",3747
40061,"Haskell County, Oklahoma",12839
40063,"Hughes County, Oklahoma",13840
40065,"Jackson County, Oklahoma",26275
40067,"Jefferson County, Oklahoma",6377
40069,"Johnston County, Oklahoma",11043
40071,"Kay County, Oklahoma",45781
40073,"Kingfisher County, Oklahoma",15202
40075,"Kiowa County, Oklahoma",9379
40077,"Latimer County, Oklahoma",10921
40079,"Le Flore County, Oklahoma",50048
40081,"Lincoln County, Oklahoma",34366
40083,"Logan County, Oklahoma",43700
40085,"Love County, Oklahoma",9574
40087,"McClain County, Oklahoma",35860
40089,"McCurtain County, Oklahoma",33164
40091,"McIntosh County, Oklahoma",20334
40093,"Major County, Oklahoma",7639
40095,"Marshall County, Oklahoma",15964
40097,"Mayes County, Oklahoma",41084
40099,"Murray County, Oklahoma",13656
40101,"Muskogee County, Oklahoma",70519
40103,"Noble County, Oklahoma",11498
40105,"Nowata County, Oklahoma",10555
40107,"Okfuskee County, Oklahoma",12260
40109,"Oklahoma County, Oklahoma",743145
40111,"Okmulgee County, Oklahoma",39606
40113,"Osage County, Oklahoma",47937
40115,"Ottawa County, Oklahoma",32086
40117,"Pawnee County, Oklahoma",16566
40119,"Payne County, Oklahoma",78723
40121,"Pittsburg County, Oklahoma",45220
40123,"Pontotoc County, Oklahoma",37873
40125,"Pottawatomie County, Oklahoma",70700
40127,"Pushmataha County, Oklahoma",11315
40129,"Roger Mills County, Oklahoma",3743
40131,"Rogers County, Oklahoma",88444
40133,"Seminole County, Oklahoma",25460
40135,"Sequoyah County, Oklahoma",41720
40137,"Stephens County, Oklahoma",44900
40139,"Texas County, Oklahoma",21495
40141,"Tillman County, Oklahoma",7811
40143,"Tulsa County, Oklahoma",616128
40145,"Wagoner County, Oklahoma",74767
40147,"Washington County, Oklahoma",51564
40149,"Washita County, Oklahoma",11622
40151,"Woods County, Oklahoma",8958
40153,"Woodward County, Oklahoma",20697
41001,"Baker County, Oregon",16049
41003,"Benton County, Oregon",86034
41005,"Clackamas County, Oregon",384697
41007,"Clatsop County, Oregon",37236
41009,"Columbia County, Oregon",49325
41011,"Coos County, Oregon",62678
41013,"Crook County, Oregon",20798
41015,"Curry County, Oregon",22341
41017,"Deschutes County, Oregon",163141
41019,"Douglas County, Oregon",107156
41021,"Gilliam County, Oregon",1926
41023,"Grant County, Oregon",7325
41025,"Harney County, Oregon",7253
41027,"Hood River County, Oregon",22620
41029,"Jackson County, Oregon",206583
41031,"Jefferson County, Oregon",21830
41033,"Josephine County, Oregon",83021
41035,"Klamath County, Oregon",65985
41037,"Lake County, Oregon",7854
41039,"Lane County, Oregon",354764
41041,"Lincoln County, Oregon",46138
41043,"Linn County, Oregon",118270
41045,"Malheur County, Oregon",30740
41047,"Marion County, Oregon",320448
41049,"Morrow County, Oregon",11217
41051,"Multnomah County, Oregon",757371
41053,"Polk County, Oregon",76464
41055,"Sherman County, Oregon",1790
41057,"Tillamook County, Oregon",25334
41059,"Umatilla County, Oregon",76645
41061,"Union County, Oregon",25736
41063,"Wallowa County, Oregon",6893
41065,"Wasco County, Oregon",25387
41067,"Washington County, Oregon",547451
41069,"Wheeler County, Oregon",1357
41071,"Yamhill County, Oregon",100486
42001,"Adams County, Pennsylvania",101566
42003,"Allegheny County, Pennsylvania",1229172
42005,"Armstrong County, Pennsylvania",68343
42007,"Beaver County, Pennsylvania",170124
42009,"Bedford County, Pennsylvania",49332
42011,"Berks County, Pennsylvania",413016
42013,"Blair County, Pennsylvania",126708
42015,"Bradford County, Pennsylvania",62510
42017,"Bucks County, Pennsylvania",626205
42019,"Butler County, Pennsylvania",185034
42021,"Cambria County, Pennsylvania",140835
42023,"Cameron County, Pennsylvania",4939
42025,"Carbon County, Pennsylvania",64874
42027,"Centre County, Pennsylvania",156240
42029,"Chester County, Pennsylvania",506422
42031,"Clarion County, Pennsylvania",39437
42033,"Clearfield County, Pennsylvania",81472
42035,"Clinton County, Pennsylvania",39611
42037,"Columbia County, Pennsylvania",67089
42039,"Crawford County, Pennsylvania",87801
42041,"Cumberland County, Pennsylvania",239420
42043,"Dauphin County, Pennsylvania",269946
42045,"Delaware County, Pennsylvania",560775
42047,"Elk County, Pennsylvania",31584
42049,"Erie County, Pennsylvania",280132
42051,"Fayette County, Pennsylvania",135376
42053,"Forest County, Pennsylvania",7649
